PRESENT,normal,FIRST_SINGULAR,""
PRESENT,normal,SECOND_SINGULAR,""
PRESENT,normal,THIRD_SINGULAR,"s"
PRESENT,normal,FIRST_PLURAL,""
PRESENT,normal,SECOND_PLURAL,""
PRESENT,normal,THIRD_PLURAL,""
PRESENT,be,FIRST_SINGULAR,"am"
